,hsa.miR.200b.3p,hsa.miR.200a.5p,hsa.miR.1976,hsa.miR.197.3p,hsa.miR.942.3p,hsa.miR.556.3p,hsa.miR.1295a,hsa.miR.181b.5p,hsa.miR.181b.3p,hsa.miR.181a.3p,hsa.miR.135b.5p,hsa.miR.135b.3p,hsa.miR.29c.5p,hsa.miR.29c.3p,hsa.miR.29b.2.5p,hsa.miR.215.3p,hsa.miR.194.5p,hsa.miR.4677.3p,hsa.miR.605.5p,hsa.miR.107,hsa.miR.6507.5p,hsa.miR.146b.5p,hsa.miR.1307.5p,hsa.miR.202.5p,hsa.miR.192.5p,hsa.miR.194.3p,hsa.miR.139.5p,hsa.miR.139.3p,hsa.miR.326,hsa.miR.708.3p,hsa.miR.6755.5p,hsa.miR.1304.5p,hsa.miR.141.5p,hsa.miR.196a.5p,hsa.miR.148b.5p,hsa.let.7i.3p,hsa.miR.3613.5p,hsa.miR.16.5p,hsa.miR.16.1.3p,hsa.miR.15a.5p,hsa.miR.17.5p,hsa.miR.17.3p,hsa.miR.18a.5p,hsa.miR.19a.3p,hsa.miR.20a.5p,hsa.miR.19b.1.5p,hsa.miR.92a.1.5p,hsa.miR.5586.5p,hsa.miR.3173.5p,hsa.miR.345.3p,hsa.miR.628.3p,hsa.miR.629.5p,hsa.miR.6511b.3p,hsa.miR.365a.3p,hsa.miR.484,hsa.miR.328.3p,hsa.miR.195.5p,hsa.miR.195.3p,hsa.miR.497.5p,hsa.miR.4521,hsa.miR.744.3p,hsa.miR.451a,hsa.miR.144.5p,hsa.miR.144.3p,hsa.miR.4732.3p,hsa.miR.193a.5p,hsa.miR.365b.3p,hsa.miR.6510.3p,hsa.miR.454.3p,hsa.miR.301a.3p,hsa.miR.21.5p,hsa.miR.21.3p,hsa.miR.3615,hsa.miR.133a.3p,hsa.miR.133a.5p,hsa.miR.1.3p,hsa.miR.3940.3p,hsa.miR.639,hsa.miR.642a.5p,hsa.miR.769.5p,hsa.let.7e.3p,hsa.miR.125a.5p,hsa.miR.1301.3p,hsa.miR.548ba,hsa.miR.3682.3p,hsa.miR.5000.3p,hsa.miR.128.3p,hsa.miR.4444,hsa.miR.1258,hsa.miR.153.3p,hsa.miR.149.5p,hsa.miR.103a.3p,hsa.miR.548o.3p,hsa.miR.802,hsa.miR.185.5p,hsa.miR.1306.5p,hsa.miR.301b.3p,hsa.miR.301b.5p,hsa.miR.130b.3p,hsa.miR.3199,hsa.miR.885.5p,hsa.miR.26a.1.3p,hsa.miR.425.5p,hsa.miR.191.5p,hsa.miR.16.2.3p,hsa.miR.551b.3p,hsa.miR.378d,hsa.miR.95.3p,hsa.miR.574.3p,hsa.miR.576.5p,hsa.miR.577,hsa.miR.4454,hsa.miR.887.5p,hsa.miR.581,hsa.miR.143.3p,hsa.miR.145.5p,hsa.miR.145.3p,hsa.miR.378a.5p,hsa.miR.6720.3p,hsa.miR.5683,hsa.miR.219a.5p,hsa.miR.133b,hsa.miR.30c.2.3p,hsa.miR.30a.5p,hsa.miR.30a.3p,hsa.miR.3662,hsa.miR.339.5p,hsa.miR.196b.5p,hsa.miR.550a.5p,hsa.miR.590.5p,hsa.miR.590.3p,hsa.miR.93.5p,hsa.miR.106b.5p,hsa.miR.182.5p,hsa.miR.96.5p,hsa.miR.183.5p,hsa.miR.183.3p,hsa.miR.335.5p,hsa.miR.335.3p,hsa.miR.29a.5p,hsa.miR.29b.1.5p,hsa.miR.490.5p,hsa.miR.490.3p,hsa.miR.671.5p,hsa.miR.671.3p,hsa.miR.3622a.3p,hsa.miR.486.5p,hsa.miR.4661.5p,hsa.miR.7705,hsa.miR.151a.5p,hsa.miR.151a.3p,hsa.miR.491.5p,hsa.miR.204.5p,hsa.let.7f.1.3p,hsa.let.7d.5p,hsa.let.7d.3p,hsa.miR.6854.5p,hsa.miR.32.3p,hsa.miR.181b.2.3p,hsa.miR.4770,hsa.miR.222.5p,hsa.miR.532.5p,hsa.miR.188.5p,hsa.miR.500a.3p,hsa.miR.501.3p,hsa.miR.500b.3p,hsa.miR.502.5p,hsa.miR.98.5p,hsa.miR.98.3p,hsa.miR.421,hsa.miR.374b.3p,hsa.miR.766.3p,hsa.miR.106a.5p,hsa.miR.542.3p,hsa.miR.503.5p,hsa.miR.504.5p,hsa.miR.224.5p,hsa.miR.452.3p
TCGA.VQ.A8E3.01A,6688,6516,25,703,2,0,2,940,22,487,36,1,27,5273,35,2,60914,47,0,425,0,4298,1371,0,142551,339,87,27,10,115,2,1,9979,859,5,161,44,2050,40,1055,4144,4921,109,221,4794,151,61,3,1,0,6,640,1,57,351,33,46,1,25,1,20,413,129,11,2,857,57,0,16,12,1279387,8312,36,2,0,9,4,2,12,81,5,536,20,0,6,9,810,4,0,7,18,72326,8,0,398,17,1,0,40,0,0,11,658,1208,42,0,5,10,65,27,56,2,0,0,171511,1674,51,540,2,5,3,1,13,7243,1278,2,100,6870,5,67,37,30297,1612,36903,80,11545,3,34,1004,46,59,0,0,19,5,0,160,8,4,344,7528,2,1,17,740,816,3,8,2,0,42,4527,12,615,125,11,4,144,4,5,4,24,34,593,20,0,26,4
TCGA.VQ.A8P2.01A,15354,5946,19,1098,1,3,2,176,3,86,117,6,21,1943,41,64,86484,10,0,344,0,735,1839,0,104804,337,36,6,14,9,3,12,1234,198,4,31,17,752,20,658,4410,2625,143,206,3631,46,11,2,1,2,6,287,11,40,145,7,17,0,10,1,39,1849,622,26,1,396,40,1,18,20,374578,1834,12,3,0,15,0,2,2,74,10,536,32,0,3,0,312,2,0,6,61,89808,1,0,417,28,5,2,47,2,1,1,858,2289,26,2,2,74,204,35,53,0,0,0,86699,891,15,856,0,6,16,1,5,2498,415,5,72,3214,10,30,9,29079,925,59068,124,27320,6,17,443,11,4,0,0,12,0,0,624,17,4,323,9717,3,0,8,1042,1426,0,3,0,0,18,5124,8,1101,273,6,5,246,2,37,2,13,42,407,57,0,17,1
TCGA.VQ.A8P3.01A,2527,2473,18,354,1,1,0,971,5,186,311,5,10,3667,31,0,40574,15,0,266,0,1471,509,1,64270,111,127,46,9,99,3,0,1389,524,4,133,11,844,5,288,1189,946,77,65,1077,13,2,1,1,3,2,158,3,46,152,12,49,3,17,0,6,1418,344,12,0,280,46,0,18,8,1027393,3892,8,13,2,33,0,2,2,33,3,461,4,1,2,4,183,6,1,6,10,42898,0,0,222,2,1,0,33,2,0,1,1073,1419,16,0,1,27,144,16,28,0,1,0,464901,3284,72,202,3,7,1,1,27,23115,2976,1,45,367,6,19,16,10169,684,36745,54,7052,1,10,73,6,2,0,1,9,0,0,335,4,4,147,5235,2,2,5,737,326,1,2,1,0,13,2055,8,353,58,2,1,112,0,10,2,10,8,610,38,1,21,3
TCGA.VQ.A8P8.01A,7305,5067,29,608,1,5,1,884,21,393,143,6,85,30345,98,39,59658,35,1,358,1,2090,661,2,101525,317,144,25,15,126,3,2,1525,320,3,255,19,1187,13,530,1156,1323,62,86,1174,18,11,8,0,1,7,310,7,96,308,27,388,23,197,1,8,1972,450,48,1,316,96,1,17,17,1208192,4590,22,254,3,683,0,0,7,53,30,1962,20,0,0,6,550,3,3,3,28,73810,3,0,324,11,2,0,45,2,1,4,702,1432,15,14,2,23,225,34,26,0,2,1,1342322,18871,483,470,7,4,1,44,85,45597,8584,1,49,1237,11,33,24,16911,831,33355,30,10541,1,23,223,23,8,0,2,11,5,0,687,3,7,209,7610,6,14,13,700,788,2,4,4,1,17,4412,8,722,176,9,3,225,10,11,7,18,14,697,8,1,102,7
TCGA.VQ.A8PB.01A,6497,7248,22,905,4,5,0,474,18,290,44,7,25,1948,32,22,54176,41,0,238,0,1262,1050,0,134905,503,50,14,5,264,3,4,1342,407,6,125,17,1035,18,489,1786,1418,58,85,1324,31,14,1,4,0,9,270,1,85,149,28,25,4,10,0,44,2132,716,47,2,615,85,3,12,13,694386,9185,11,6,0,15,3,0,3,43,18,681,6,1,1,1,467,1,0,2,30,44941,2,0,284,19,3,1,34,0,0,4,536,1584,14,0,1,4,152,44,13,1,1,0,244467,3242,70,382,0,1,5,1,13,7375,1437,5,38,2280,12,51,16,25518,745,52062,80,28372,2,4,259,17,17,0,0,9,12,0,722,5,1,261,6130,4,1,11,502,966,3,4,2,0,37,3336,6,660,149,2,3,111,4,1,3,21,28,666,26,0,25,2
TCGA.VQ.A8PC.01A,18634,9176,74,1482,3,2,3,2171,40,1140,181,9,170,35420,190,125,126333,27,0,893,1,6144,2697,9,174188,719,364,90,19,95,1,2,8211,1037,11,504,71,3394,47,1506,1930,2581,138,208,1777,58,11,11,2,0,26,529,5,113,475,77,497,25,283,2,14,4694,619,58,1,842,113,4,75,38,2190894,17805,14,102,4,287,2,2,7,117,39,2720,58,0,6,3,1411,1,1,49,67,160045,3,2,697,21,7,2,100,5,2,10,2326,4154,58,10,8,52,510,46,48,0,1,0,906710,15608,329,410,19,2,6,11,133,88000,13111,7,306,3965,19,62,44,31677,2295,57633,140,17957,4,94,320,37,19,1,3,24,18,0,850,1,21,453,12252,12,108,32,1712,1334,2,13,2,0,30,6620,22,900,211,9,8,424,5,19,15,32,38,1505,10,3,59,12
TCGA.VQ.A8PD.01A,9417,5859,55,1017,2,0,0,1412,23,757,453,16,142,24831,132,18,49590,25,1,420,0,3379,1626,4,73135,503,278,60,13,205,0,4,2064,56,7,501,50,2242,27,975,2042,1635,149,149,1791,44,16,8,2,1,32,481,6,110,300,56,257,18,145,2,19,2529,199,14,0,357,110,0,39,26,1833727,7863,23,254,3,552,0,1,12,71,34,2384,19,0,2,2,566,1,4,18,51,107831,2,0,380,12,5,1,80,2,2,6,1518,2618,60,166,3,20,340,46,57,0,1,0,955792,31036,517,692,5,5,6,37,91,39823,7189,5,166,973,13,99,36,23676,956,26001,60,12263,2,43,181,53,27,0,5,16,3,0,677,4,12,369,8542,8,13,10,930,1215,6,2,3,0,33,4020,11,1009,232,4,11,239,6,15,5,45,9,913,23,6,34,3
TCGA.VQ.A8PE.01A,9261,8192,43,1254,9,3,1,1808,22,656,229,16,89,11464,117,148,427271,37,0,663,2,5319,3465,2,737862,3111,133,30,13,148,4,16,4635,3464,15,148,24,2173,50,1289,15149,9255,880,862,13560,315,182,18,4,2,7,1193,10,150,369,64,122,10,83,1,54,3638,669,37,0,1590,150,0,65,46,1713670,14899,36,79,0,244,1,7,4,88,14,1722,95,0,6,14,1493,3,1,7,60,179055,8,0,546,36,9,5,157,3,0,4,847,1694,51,2,5,8,268,72,569,2,0,4,423015,9567,209,1032,0,1,9,4,57,24845,3800,6,259,4858,17,127,29,79661,2697,25758,45,13483,2,67,2186,34,34,0,2,63,9,0,490,15,17,1177,17828,3,7,10,557,478,4,10,4,1,90,9364,29,2022,459,27,19,116,2,44,7,37,52,1477,93,0,245,21
TCGA.VQ.A8PF.01A,8767,7941,92,1117,4,0,2,3053,91,2188,245,59,118,28994,129,49,117870,91,0,928,2,9715,2551,2,192537,1082,455,110,23,338,6,1,6840,146,7,411,49,3534,108,2213,3444,3787,116,189,3889,149,51,28,2,3,5,719,3,105,445,113,241,25,137,3,39,2782,713,55,0,770,105,0,42,38,3202769,17663,55,67,2,204,0,6,13,115,17,1949,62,0,2,6,1700,5,3,9,8,164573,5,5,1023,22,7,1,155,3,1,16,1022,1937,102,6,8,12,241,82,41,0,5,2,688364,11492,362,1198,6,32,1,12,123,46035,8153,0,159,26,24,112,61,40626,2151,36931,92,14516,6,46,1106,55,58,2,34,34,13,0,705,7,18,658,12551,4,6,27,1372,1521,7,3,11,0,138,12294,33,2324,388,36,14,347,9,15,17,99,37,1933,50,4,63,9
TCGA.VQ.A8PH.01A,10041,8720,32,1961,5,8,2,704,18,328,208,1,49,11243,39,3,90269,33,0,164,2,1564,3691,2,190549,1196,47,7,21,49,6,5,2414,3143,41,224,75,1054,20,324,4307,1037,624,245,2415,40,18,8,6,2,8,985,35,94,582,42,89,9,62,0,120,1325,297,33,0,313,94,0,26,50,396038,4532,61,18,0,40,2,1,11,155,91,1644,75,1,32,11,791,5,0,39,199,43651,8,4,323,33,11,12,118,1,1,6,2119,4198,53,8,2,33,187,54,553,0,2,7,192831,4614,98,686,4,7,12,2,39,16666,3286,2,397,26790,59,216,49,46161,2710,30360,57,18795,5,62,1300,19,9,0,1,19,10,0,301,44,9,704,15225,6,3,12,1776,2119,1,10,2,0,40,9897,53,2347,644,9,16,636,14,30,10,30,26,1201,22,1,552,64
TCGA.VQ.A8PJ.01A,4408,6294,24,728,2,0,2,2418,47,1041,330,6,48,3076,64,83,103689,33,2,275,0,1292,984,1,241274,979,194,27,7,81,4,0,3894,1626,8,98,47,2131,42,1040,3868,2437,103,134,3051,50,16,5,2,0,8,325,5,99,466,44,45,3,23,2,22,2410,466,42,0,318,99,2,27,23,687786,6106,25,4,0,12,1,3,17,47,30,2421,25,0,5,7,455,3,0,5,53,83612,3,6,457,25,4,1,120,0,0,5,603,1573,79,1,0,9,176,56,75,0,0,2,170242,3762,88,357,0,0,1,0,73,26210,5772,9,287,1484,13,70,16,31986,889,25925,38,14513,1,21,359,10,13,0,0,29,9,1,748,29,0,480,8442,1,1,7,384,404,2,4,4,0,36,9072,25,1391,302,16,17,118,2,5,6,7,36,745,37,0,351,7
TCGA.VQ.A8PK.01A,10653,9806,29,728,3,2,2,1655,19,389,616,30,200,11256,399,1,43427,23,0,384,0,3539,1367,0,95758,738,117,28,32,191,2,0,2270,1012,18,222,71,2203,27,962,2832,2270,106,111,1830,56,4,4,2,2,6,544,13,184,247,68,58,8,45,5,46,2316,357,21,1,1419,184,9,51,195,1219381,16007,34,15,0,30,6,1,18,58,36,1742,102,0,12,12,723,3,0,14,87,158532,3,0,246,42,17,4,83,0,1,3,913,2006,53,3,1,9,242,77,135,0,0,2,137245,3688,69,214,4,8,2,0,194,110801,18831,2,122,799,12,83,21,48109,1639,11608,22,8611,0,19,211,30,26,0,2,27,6,0,389,14,3,666,10218,8,17,7,791,1309,1,1,4,0,81,12118,47,4180,1191,31,24,567,15,19,3,9,44,1018,41,0,581,64
TCGA.VQ.A8PM.01A,8032,7736,40,842,3,2,13,959,29,563,130,4,85,26268,118,69,68986,36,2,395,1,3774,753,2,137789,645,197,35,14,53,6,1,2250,1035,6,224,36,2398,26,795,2378,1737,209,197,2030,57,17,8,4,2,7,330,15,105,384,28,211,11,110,0,17,4871,1264,86,4,403,105,0,35,19,965051,8721,27,70,3,151,1,0,14,53,24,1318,33,0,2,6,690,1,0,9,16,96477,4,35,278,13,1,0,89,0,2,4,3915,3976,36,14,2,9,305,33,36,0,1,0,385691,9574,171,552,4,2,3,10,134,47926,8574,3,124,288,16,67,32,24064,1388,12959,34,4683,1,35,198,34,17,0,2,15,7,0,865,18,7,241,5664,3,6,23,1119,806,2,4,1,0,45,4530,20,937,228,11,7,310,7,16,9,27,92,738,16,6,184,11
TCGA.VQ.A8PO.01A,9527,9609,37,832,6,4,2,702,42,463,129,8,56,3682,41,119,112105,47,1,378,0,3396,1515,0,245810,2063,65,10,8,192,0,6,1758,391,11,185,22,1687,27,793,3906,2128,237,194,2492,71,35,7,1,0,6,597,4,74,301,31,36,2,20,1,40,1544,453,33,1,327,74,1,21,29,1017881,18218,15,11,1,13,0,2,7,41,11,796,16,0,2,2,874,7,0,0,19,83709,3,0,425,28,5,4,64,2,0,2,537,1809,39,1,1,16,145,57,230,0,0,1,205011,3253,82,748,0,1,2,1,14,7522,1348,7,53,1013,11,67,35,32342,1317,25107,42,17377,1,22,685,50,66,0,0,28,6,0,442,3,6,400,8737,3,3,14,1209,1381,0,9,2,0,91,4640,16,988,275,10,5,206,4,23,15,9,25,1432,42,1,25,3
TCGA.VQ.A8PP.01A,13616,12910,65,954,1,2,0,1746,48,1031,883,24,55,5462,88,1,4104,33,0,324,0,5067,941,1,5779,32,112,21,7,294,2,4,3577,113,11,233,41,3266,56,1285,2879,2002,88,88,2245,41,15,14,1,1,7,338,8,138,253,60,102,8,55,0,66,1370,248,18,2,1387,138,9,39,42,1793115,13130,21,60,1,126,4,1,7,68,41,2446,28,1,4,6,599,5,5,10,120,134800,1,1,284,15,8,3,93,2,0,14,820,3756,81,3,1,9,483,40,100,0,1,2,326703,7968,148,326,3,16,11,10,140,51171,9494,3,111,4632,6,68,29,31795,1004,63998,133,34091,4,34,342,46,46,0,5,37,9,0,356,14,3,472,8545,9,6,22,1192,1298,5,3,8,0,91,4361,21,908,195,9,9,227,6,6,6,41,15,941,80,0,350,19
TCGA.VQ.A8PQ.01A,6003,5179,57,1377,2,0,6,2387,27,1190,154,3,127,13385,146,38,79978,44,2,341,0,9230,443,2,143172,643,578,91,12,576,7,1,2307,1587,7,440,22,2339,25,803,1660,1851,23,79,1996,31,14,20,3,0,14,449,12,93,171,207,414,60,202,0,23,350,80,5,0,1261,93,1,29,12,1791020,3223,29,11,0,38,0,4,15,73,41,5050,38,4,4,12,878,8,2,19,37,104582,4,0,373,17,0,3,42,9,0,11,725,2442,24,5,6,14,340,77,209,0,2,1,375681,11188,295,377,2,5,3,1,201,86361,14993,1,148,139,9,67,35,21376,990,20260,35,4764,1,30,220,63,38,0,2,17,14,2,489,16,7,461,8822,4,146,13,1473,1230,1,3,4,0,34,9054,10,1498,274,16,7,260,1,9,7,42,46,967,32,4,39,15
TCGA.VQ.A8PU.01A,12418,7400,15,654,0,1,0,709,11,195,378,8,63,5136,66,90,138404,20,0,610,0,533,2096,0,182747,459,111,20,7,57,0,0,5187,679,10,83,35,2066,26,1248,2843,2226,87,121,2584,55,10,1,4,0,2,168,4,113,181,17,41,7,39,1,5,3624,703,76,1,806,113,2,30,16,1583928,8288,20,27,0,64,2,0,18,20,8,472,8,0,1,4,460,0,0,40,13,105622,3,7,351,9,7,0,97,4,0,2,1109,3141,66,0,6,47,317,32,80,0,0,3,136800,3225,48,292,10,2,3,0,52,24052,2911,3,140,1008,14,63,27,24708,1058,62837,152,24025,7,6,40,29,34,0,2,32,7,0,1210,3,22,644,11933,2,2,23,1036,1090,3,10,3,0,20,8462,32,931,152,6,8,190,6,13,3,13,17,1008,36,0,21,1
TCGA.VQ.A8PX.01A,20477,8887,55,1743,8,3,22,677,12,328,228,5,152,13471,183,26,208217,44,0,609,0,1693,3809,0,290178,1417,294,66,7,40,5,11,2870,270,22,148,65,2307,26,1075,2619,2360,147,191,2200,65,11,10,3,0,9,410,3,113,178,31,79,4,49,1,17,7268,1215,110,2,558,113,0,36,15,1140536,6886,19,4,0,12,2,2,26,43,13,587,25,0,10,7,768,3,0,31,38,111800,10,0,519,20,12,0,48,0,0,3,701,2774,65,5,4,20,356,47,105,0,0,0,120197,2346,61,1252,5,9,2,1,124,52271,7154,2,110,168,16,78,33,24172,1382,32488,61,12434,5,25,170,26,23,0,0,28,7,0,2035,12,6,833,17120,4,2,25,1283,1676,3,8,3,0,85,9501,24,1311,354,16,13,313,5,14,6,27,28,731,11,0,18,3
TCGA.VQ.A91A.01A,6606,5462,35,1021,2,0,2,1225,29,532,261,16,46,3242,85,1,48555,29,0,194,0,3130,326,0,86111,426,134,26,16,158,5,2,2187,266,10,275,44,2023,16,1000,2822,1830,135,141,1876,18,19,7,0,3,7,390,7,179,215,48,109,8,78,2,35,1723,311,16,1,1299,179,2,37,31,1748158,9246,20,16,0,25,0,1,4,66,27,1799,29,0,4,2,565,1,1,9,21,105609,3,0,375,24,9,2,104,2,0,4,1264,3210,61,0,0,42,408,36,39,0,1,1,238367,8504,131,194,4,6,1,0,57,15357,2820,2,147,2952,19,101,15,39086,1263,67560,144,47032,5,34,436,35,16,0,0,44,9,0,577,5,7,539,6724,8,0,16,925,971,8,6,3,0,24,6091,13,1349,287,11,10,219,4,13,8,21,16,870,67,5,74,7
TCGA.VQ.A91D.01A,19642,15548,27,1794,4,2,0,2179,24,1188,194,10,47,2545,63,4,91382,114,0,334,0,4374,1347,0,203311,479,69,6,6,316,1,3,4348,10919,9,148,24,1790,33,982,2562,1948,52,119,2250,59,11,3,1,1,4,461,8,57,129,47,55,5,26,2,50,2260,441,30,2,702,57,2,30,18,1633049,6072,17,9,1,12,3,0,10,71,27,2510,12,0,1,9,395,0,0,30,70,118661,2,0,502,35,2,1,116,3,1,5,797,2518,46,1,5,45,279,41,18,0,1,0,176979,3796,77,488,1,5,3,1,31,8383,1527,3,90,10872,19,66,22,38855,1135,65624,124,25605,3,23,195,30,21,0,0,60,13,0,716,5,5,331,7673,4,1,11,961,1278,2,4,1,0,37,6167,8,1313,210,7,6,165,7,8,3,38,9,446,15,0,238,11
TCGA.VQ.A91K.01A,16637,12992,29,677,2,3,3,1111,11,381,524,15,125,10801,144,162,206543,57,0,361,0,4145,1140,0,338665,1537,213,32,22,171,2,4,7292,2250,6,162,22,1489,26,686,1804,1890,55,121,1908,59,24,7,1,1,10,309,8,135,171,36,80,15,57,1,14,475,93,4,0,1025,135,2,27,17,3118480,18674,10,432,4,797,1,0,29,50,14,1334,27,5,1,1,605,3,12,17,42,72521,5,0,394,13,3,1,70,5,0,5,704,3031,53,4,4,35,183,53,0,0,0,0,765465,26486,599,480,5,3,0,51,68,19603,3764,3,70,2478,12,36,26,18961,790,60729,125,17368,4,8,84,41,34,1,71,11,9,1,450,11,7,421,6265,0,3,15,888,966,1,5,15,0,55,4112,5,821,155,17,5,180,3,9,7,30,32,549,40,1,387,18
TCGA.VQ.A91N.01A,10849,7711,25,674,2,5,7,444,14,240,319,22,64,8011,42,37,96293,43,1,306,1,1438,599,1,177693,1284,104,24,8,41,3,3,2416,47,15,143,59,1859,29,754,2175,2303,186,242,1510,58,51,4,3,1,12,242,6,66,205,11,179,7,94,0,34,752,86,6,0,397,66,0,19,14,645830,7928,21,83,1,197,0,3,2,31,13,814,16,0,8,8,433,4,1,25,26,88177,1,0,167,9,5,4,77,0,5,1,1684,2540,48,8,2,44,309,18,40,0,0,0,339850,10275,185,455,15,10,3,5,32,22415,3668,10,153,4559,12,47,22,23053,1090,33757,135,15707,2,62,219,31,40,0,3,15,10,0,155,162,3,237,4498,6,8,13,1139,1315,1,15,1,0,37,4572,16,713,191,15,5,315,3,18,5,11,43,671,18,1,21,8
TCGA.VQ.A91Q.01A,8657,7243,36,555,3,0,5,948,12,385,570,16,71,20161,192,1,52948,30,0,578,0,1627,898,0,85410,210,105,18,18,401,6,2,4147,1051,2,332,31,2009,26,650,2634,2234,90,135,2401,44,15,3,0,0,6,122,9,92,240,22,65,3,35,0,9,2342,346,32,0,649,90,1,40,24,2218792,7903,32,24,0,28,0,0,5,50,18,2931,36,0,2,5,652,3,5,10,96,78640,1,1,250,11,12,1,151,1,1,10,2208,2753,53,2,3,32,502,18,20,0,0,1,272439,5569,93,174,16,5,3,9,139,100796,13479,1,90,727,15,50,16,29477,1874,35393,57,11135,2,26,100,14,7,0,1,29,4,1,407,11,12,299,6683,7,28,5,882,728,0,2,3,0,20,2202,4,341,73,2,7,190,4,11,4,14,81,444,13,5,59,7
TCGA.VQ.A91S.01A,15583,6800,74,1584,3,14,0,605,23,441,706,17,50,4734,59,20,196574,36,0,511,0,2215,1379,0,305461,1217,77,22,21,80,4,9,1420,3936,15,187,42,2521,20,955,8032,4845,632,436,5119,55,22,6,3,1,14,673,12,74,501,33,115,7,41,0,45,1306,165,22,0,445,74,3,37,63,853020,5692,39,25,1,20,4,0,8,133,18,1056,108,0,5,6,949,5,0,20,20,124490,9,9,260,35,14,2,86,4,0,0,2027,3870,35,1,7,36,295,56,265,0,1,1,262503,6689,121,1157,0,6,2,2,14,11422,1876,2,88,1348,14,90,30,56357,3222,49138,115,30256,9,59,963,85,35,2,10,33,6,0,192,4,14,739,18320,9,1,17,2540,2844,1,8,2,0,43,18964,97,3615,914,26,33,817,18,64,11,15,47,866,12,0,1672,229
TCGA.VQ.A91U.01A,9596,4218,16,1396,12,1,0,683,19,291,50,0,46,4974,50,112,151178,21,1,256,0,756,647,0,219028,723,102,31,17,16,3,3,1131,925,10,82,40,1759,22,843,4045,1943,109,157,3175,50,16,7,2,1,3,47,10,95,238,32,34,3,18,0,51,827,243,14,0,220,94,0,21,25,431396,3267,14,10,0,14,2,0,16,52,11,439,22,0,3,0,401,2,1,15,6,68491,5,0,146,8,5,1,48,2,0,2,977,1789,35,0,2,42,215,73,185,0,0,0,89149,1863,36,481,2,3,6,1,12,8843,1512,2,165,1680,27,83,16,29375,1312,50029,98,20646,7,60,869,38,21,0,2,12,0,0,222,3,10,416,9478,1,11,9,1340,1711,1,7,2,0,22,4545,18,858,122,4,10,204,6,11,9,11,28,295,27,0,13,0
TCGA.VQ.A91V.01A,12068,11864,42,561,4,1,4,1423,17,341,299,8,91,10735,208,45,89294,13,0,370,1,866,1893,5,125181,285,367,59,14,39,4,3,1293,2389,10,182,55,1729,21,757,1944,1363,98,108,1464,23,5,3,1,1,8,282,4,83,303,37,87,10,76,0,7,1697,205,29,0,649,83,3,38,27,1325514,6842,43,85,1,158,0,1,26,28,6,972,17,1,3,2,455,2,0,30,41,75881,6,0,193,17,3,4,43,2,1,4,652,1687,48,4,7,26,280,55,46,0,0,2,173389,9299,172,296,2,4,2,6,90,60593,9758,4,77,4433,19,56,18,30798,1364,81127,151,31152,8,54,368,31,20,0,3,38,4,0,260,10,30,517,8246,4,2,11,1536,1179,1,5,4,0,17,4150,16,843,238,4,11,198,1,14,2,6,10,398,10,0,14,0
TCGA.VQ.A91Y.01A,7297,8757,25,922,3,0,1,2793,37,1441,124,5,136,18626,184,8,58509,41,3,448,0,5172,538,2,106165,507,667,105,20,502,7,4,4511,334,8,297,26,1875,41,989,2436,2474,81,104,2303,42,29,20,4,1,13,581,13,316,326,65,308,35,118,2,15,662,192,7,0,1290,316,0,69,28,3898734,11155,16,1051,5,3383,0,2,8,77,51,3367,29,24,3,14,809,4,20,9,63,125193,3,0,478,28,0,0,61,7,0,4,622,2050,30,4,4,15,410,63,32,1,0,1,3460046,76271,1543,686,10,24,3,116,477,152979,26560,1,112,568,33,75,15,26244,1571,25898,31,9137,1,31,271,28,17,4,261,27,17,3,353,7,7,589,10264,10,4,9,1309,881,1,2,11,2,24,7477,13,1440,254,19,10,441,5,9,11,70,113,1342,41,8,235,17
TCGA.VQ.A91Z.01A,8407,7508,11,802,2,0,1,971,19,363,653,34,66,2597,38,0,39870,45,0,322,0,3719,696,0,86958,350,74,11,2,156,2,1,4553,1670,4,76,37,2799,75,1392,5480,3738,97,231,5237,162,56,2,0,0,1,632,5,134,167,54,53,11,24,2,42,143,44,0,0,1043,134,2,48,19,1624333,10810,31,26,0,38,1,1,0,76,19,1805,17,1,3,6,453,0,0,19,96,106381,6,0,444,23,1,0,63,3,8,5,972,3778,63,2,1,37,214,32,112,0,2,0,158111,3127,71,241,25,11,2,0,30,7119,1373,3,98,1816,15,70,18,33877,1110,12530,39,6411,0,49,505,20,27,0,0,28,10,0,48,87,2,760,10354,2,54,7,603,768,2,2,4,0,22,2807,7,434,68,7,3,102,1,10,16,9,28,505,20,1,23,2
TCGA.VQ.A923.01A,8399,4069,47,1232,1,1,12,2131,42,1112,315,19,98,20843,96,26,102959,40,0,679,0,6278,679,1,115726,860,299,48,17,243,4,3,1957,74,8,199,35,2593,61,1651,2708,2659,97,162,3051,60,16,17,2,1,17,469,4,71,357,44,317,19,170,2,17,2101,655,31,0,398,71,0,56,30,1945031,9734,27,87,1,321,1,2,5,155,33,2077,27,0,1,9,996,5,2,9,19,156362,13,40,619,22,5,0,102,5,1,5,700,1649,61,8,9,3,233,44,173,1,2,6,658555,12015,386,481,12,13,4,10,210,92662,15360,2,165,37,42,70,31,43827,2031,63001,131,18039,5,31,244,31,20,1,8,28,21,0,733,7,10,464,11537,5,6,20,1102,953,2,4,3,0,81,9590,31,1660,319,26,11,393,7,17,13,20,34,1164,19,3,27,3
